,file,gender,mfcc
808,VoxCeleb_gender/males/457.wav,males,"[[-146.03592     -97.52569     -94.7494     ...  -87.45461
   -95.400894   -119.75989   ]
 [  79.25391      79.50348      68.91971    ...   48.650238
    38.70575      42.584023  ]
 [  -6.1670456    -5.0964613     9.6597595  ...   28.738338
    26.0314       11.463913  ]
 ...
 [ -18.138737     -1.2004398    10.310783   ...    2.6942353
     4.2626753     9.695109  ]
 [   3.4427285    -0.46000808    2.5953531  ...  -10.877392
    -9.212052    -24.173283  ]
 [ -18.535223     -8.607838     -8.955877   ...   -6.9414935
     1.2282078    -6.937994  ]]"
809,VoxCeleb_gender/males/2375.wav,males,"[[-206.58568    -168.85365    -179.07092    ... -740.2178
  -740.2178     -740.2178    ]
 [  99.74826     153.09221     158.4613     ...    0.
     0.            0.        ]
 [ -23.606583    -32.380463    -26.87748    ...    0.
     0.            0.        ]
 ...
 [  -8.399439    -15.344347     -8.232174   ...    0.
     0.            0.        ]
 [   3.2963934    -9.0141325   -25.08435    ...    0.
     0.            0.        ]
 [  -0.90632164    5.6379213    -5.3614264  ...    0.
     0.            0.        ]]"
810,VoxCeleb_gender/males/71.wav,males,"[[-318.16006   -311.58453   -331.01053   ... -749.775     -749.775
  -749.775    ]
 [ 151.96645    150.59485    147.51346   ...    0.           0.
     0.       ]
 [ -30.370556   -15.86479    -10.743637  ...    0.           0.
     0.       ]
 ...
 [  20.402548    14.886491     7.5851984 ...    0.           0.
     0.       ]
 [  18.223822     6.2456074   -2.0525882 ...    0.           0.
     0.       ]
 [   1.3655014   -8.305718    -4.704052  ...    0.           0.
     0.       ]]"
811,VoxCeleb_gender/males/1392.wav,males,"[[-380.11627   -285.24594   -260.47937   ... -673.4301    -673.4301
  -673.4301   ]
 [  95.797455   127.73445    138.99094   ...    0.           0.
     0.       ]
 [ -22.631645   -30.3083     -24.719664  ...    0.           0.
     0.       ]
 ...
 [  -2.9852228   -2.100671    -1.7703346 ...    0.           0.
     0.       ]
 [  -4.573058   -18.09355    -22.91357   ...    0.           0.
     0.       ]
 [   1.7407442   29.41733     43.373856  ...    0.           0.
     0.       ]]"
812,VoxCeleb_gender/males/2995.wav,males,"[[-4.57339813e+02 -4.51344635e+02 -4.48257355e+02 ... -7.67587158e+02
  -7.67587158e+02 -7.67587158e+02]
 [ 9.70070953e+01  1.13597046e+02  1.11389313e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 2.71266346e+01  2.25997810e+01  6.69137096e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-6.76712608e+00  1.66292496e+01  1.40117836e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-8.12185574e+00 -4.97540236e+00 -3.45349216e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 4.88079607e-01  2.09996557e+00  4.30537701e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
813,VoxCeleb_gender/males/2242.wav,males,"[[-1.9816304e+02 -2.5436147e+02 -2.6828677e+02 ... -6.6526544e+02
  -6.6526544e+02 -6.6526544e+02]
 [ 1.0999405e+02  1.0373132e+02  1.0344629e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 8.8772583e+00  2.9318903e+01  3.9055363e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.8079090e+01 -4.1304634e+01 -3.7407314e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.0393693e+01 -1.8827835e+01 -2.0505329e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.8676748e-02 -9.4462967e+00 -9.5790730e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
814,VoxCeleb_gender/males/3431.wav,males,"[[-4.13223633e+02 -4.25383453e+02 -4.36406311e+02 ... -5.15592529e+02
  -7.91287231e+02 -8.07205994e+02]
 [ 1.25473335e+02  1.51462128e+02  1.48327240e+02 ...  1.42094635e+02
   4.57850037e+01  4.04317856e+01]
 [ 9.49340916e+00  1.22677402e+01  3.00516453e+01 ...  4.72318573e+01
   1.77713547e+01  1.51057281e+01]
 ...
 [-1.32762699e+01 -2.57867527e+01 -3.10004978e+01 ... -3.96674901e-01
   2.60033309e-01 -5.22947693e+00]
 [-4.63526249e+00  7.24952364e+00  6.35081434e+00 ...  1.44275665e+00
   6.19668484e+00 -4.30137014e+00]
 [-1.01335745e+01 -8.27296543e+00 -8.84747124e+00 ...  4.57631350e+00
   5.01448441e+00 -4.42712975e+00]]"
815,VoxCeleb_gender/males/323.wav,males,"[[-275.44504   -249.15872   -249.69073   ... -784.93427   -784.93427
  -784.93427  ]
 [ 152.74895    149.95229    155.41809   ...    0.           0.
     0.       ]
 [ -29.157158   -34.594055   -50.605766  ...    0.           0.
     0.       ]
 ...
 [  24.026823    32.303215    34.580498  ...    0.           0.
     0.       ]
 [   4.813709     1.9833212   -5.4490495 ...    0.           0.
     0.       ]
 [   9.517474     4.2815747   -2.1827536 ...    0.           0.
     0.       ]]"
816,VoxCeleb_gender/males/2140.wav,males,"[[-2.3948804e+02 -3.2471005e+02 -3.2156476e+02 ... -7.0858545e+02
  -7.0897449e+02 -7.0927222e+02]
 [ 1.1663968e+02  1.3473495e+02  1.3677896e+02 ...  9.0033025e-01
   3.8914251e-01  0.0000000e+00]
 [ 1.0019161e+01  1.9740086e+01  1.3326671e+01 ...  6.9879532e-01
   2.9833367e-01  0.0000000e+00]
 ...
 [-2.1274982e+01 -3.3336208e+01 -3.2557716e+01 ... -7.6520145e-01
  -3.8833857e-01  0.0000000e+00]
 [-1.0589163e+01 -2.3016102e+01 -2.7228809e+01 ... -5.5744636e-01
  -2.9902181e-01  0.0000000e+00]
 [-6.8164654e+00  1.1035561e+01  2.7655346e+00 ... -2.5644392e-01
  -1.6475254e-01  0.0000000e+00]]"
817,VoxCeleb_gender/males/832.wav,males,"[[-4.4454233e+02 -4.3312000e+02 -4.0590643e+02 ... -9.1218481e+02
  -9.1218481e+02 -9.1218481e+02]
 [ 1.3495395e+02  1.5834579e+02  1.4370477e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.7362409e+00 -1.4752205e+01 -2.4970238e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-4.6074948e+00 -1.9127287e+01 -1.7219971e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.3194450e-01 -4.8330264e+00 -8.3416605e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-9.6931076e+00  4.1510992e+00  8.2483950e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
818,VoxCeleb_gender/males/2609.wav,males,"[[-291.0469    -288.36002   -299.5082    ... -755.93134   -755.93134
  -755.93134  ]
 [ 127.26729    152.70975    154.48428   ...    0.           0.
     0.       ]
 [   4.3388314  -18.810497   -11.646343  ...    0.           0.
     0.       ]
 ...
 [   4.2885303   -1.6167517   -1.4560262 ...    0.           0.
     0.       ]
 [ -16.057663   -11.635145   -13.859901  ...    0.           0.
     0.       ]
 [ -27.367023   -26.068901   -27.748703  ...    0.           0.
     0.       ]]"
819,VoxCeleb_gender/males/2457.wav,males,"[[-5.5699286e+02 -5.6413147e+02 -5.6849725e+02 ... -6.6555042e+02
  -6.6555042e+02 -6.6555042e+02]
 [ 7.3226494e+01  5.1700245e+01  7.1761879e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.0474631e+01 -1.1144306e+01  4.0044613e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 9.1083741e-01  2.4396858e+00 -8.9483213e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.3979557e+00  1.6182602e+01  5.8256464e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.5120379e-01  1.6895756e+01  1.0806501e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
820,VoxCeleb_gender/males/3658.wav,males,"[[-244.29732   -251.62648   -255.90254   ... -180.45251   -556.1371
  -630.57434  ]
 [ 132.03651    148.40578    100.67059   ...  117.85907      8.282186
    26.363792 ]
 [  -5.377164   -26.793888   -36.45871   ...   -8.104127     2.2013917
    -4.8188353]
 ...
 [  -6.3614173  -12.866827   -15.5912    ...    7.8235016   -1.8474884
    -4.535371 ]
 [   1.7691281    6.292657    -6.152259  ...   -9.105772    -1.9520233
   -12.653077 ]
 [   1.9227368   -0.7359182  -14.732927  ...    2.7772415   -1.6278337
    -1.7776442]]"
821,VoxCeleb_gender/males/406.wav,males,"[[-1.73287186e+02 -2.22339996e+02 -2.28823837e+02 ... -6.57196960e+02
  -6.63676147e+02 -6.75734497e+02]
 [ 1.32012115e+02  1.66967407e+02  1.64129303e+02 ...  2.90418625e+01
   3.06852951e+01  1.31204548e+01]
 [-3.24236565e+01 -3.85598297e+01 -2.85945015e+01 ... -3.50558424e+00
   8.16355991e+00 -5.50504398e+00]
 ...
 [-5.42756557e+00  3.71027517e+00  2.82818246e+00 ... -7.67679214e+00
  -2.94622660e+00 -2.39684597e-01]
 [ 1.42017365e+01  1.28617115e+01  6.66617870e+00 ... -1.73496704e+01
  -4.47491550e+00 -7.21638680e+00]
 [ 8.14991379e+00  1.40587282e+00  2.22312927e+00 ... -7.70233774e+00
  -4.59835738e-01 -9.24167919e+00]]"
822,VoxCeleb_gender/males/2533.wav,males,"[[-124.78846   -147.90388   -154.34483   ... -656.096     -656.096
  -656.096    ]
 [ 108.0811     112.58319     94.718315  ...    0.           0.
     0.       ]
 [ -26.176167   -32.280994   -20.383896  ...    0.           0.
     0.       ]
 ...
 [ -24.506748   -10.253206   -12.534232  ...    0.           0.
     0.       ]
 [   8.705002    -9.911064    -5.5302734 ...    0.           0.
     0.       ]
 [  -4.9137      -1.2310501   -6.680037  ...    0.           0.
     0.       ]]"
823,VoxCeleb_gender/males/2490.wav,males,"[[-4.6416135e+02 -4.6227823e+02 -4.7553363e+02 ... -6.8142133e+02
  -7.1232178e+02 -7.3314130e+02]
 [ 1.1582602e+02  9.4147873e+01  8.5741806e+01 ...  3.3380554e+01
   6.3504833e+01  6.6363419e+01]
 [ 3.1406925e+01  2.5833822e+01  3.3846138e+01 ...  1.7492275e+01
   1.0839378e+01  7.9261017e+00]
 ...
 [-1.1516750e+00 -1.1625696e+01 -4.8405595e+00 ...  6.0116186e+00
   2.5759059e-01  2.1791660e+01]
 [ 4.9938807e+00 -6.8888893e+00 -3.2066073e+00 ...  1.7399089e+00
  -7.7074099e+00 -7.2351437e+00]
 [-9.1829872e+00 -1.8468895e+01 -4.9884124e+00 ...  3.2453895e+00
   4.5274353e+00 -5.1681459e-01]]"
824,VoxCeleb_gender/males/3668.wav,males,"[[-4.1501334e+02 -4.2895435e+02 -4.5578741e+02 ... -3.0176215e+02
  -3.2908780e+02 -6.3411853e+02]
 [ 7.4867859e+01  1.0793459e+02  1.3867984e+02 ...  1.7873975e+02
   1.5705945e+02  4.4027081e+01]
 [ 2.3303558e+01  1.9532587e+01  3.5433098e+01 ... -2.5233887e+01
  -3.1497443e+00  4.3093890e-01]
 ...
 [-1.4449568e+01 -1.8778561e+01 -1.9913387e+01 ...  5.4065552e+00
   1.8250040e+01 -2.4789867e+00]
 [ 1.1299701e+01 -5.3440142e+00 -1.4686611e+01 ...  1.9650967e+01
   2.6078566e+01  3.8364763e+00]
 [-6.4032273e+00 -2.2663322e+01 -1.3313715e+01 ... -2.5019011e+00
   4.0870519e+00 -5.6758080e+00]]"
825,VoxCeleb_gender/males/617.wav,males,"[[-463.61612  -518.12085  -525.2825   ... -716.34265  -716.34265
  -716.34265 ]
 [ 123.62784   144.30833   132.45917  ...    0.          0.
     0.      ]
 [  36.296387   64.667114   49.425976 ...    0.          0.
     0.      ]
 ...
 [ -13.218239  -16.127111  -10.73785  ...    0.          0.
     0.      ]
 [ -10.642721  -15.141277  -14.698004 ...    0.          0.
     0.      ]
 [ -12.894479   -7.524925  -12.102798 ...    0.          0.
     0.      ]]"
826,VoxCeleb_gender/males/361.wav,males,"[[-1.9551291e+02 -2.3428889e+02 -2.5448276e+02 ... -2.3244180e+02
  -6.1654468e+02 -6.2882562e+02]
 [ 1.2031849e+02  1.4860602e+02  1.4080676e+02 ...  1.1321553e+02
   2.5578455e+01  2.9518011e+01]
 [-3.7697502e+01 -4.9349335e+01 -3.6884819e+01 ... -4.5991375e+01
  -1.2867500e+01 -1.9809841e+01]
 ...
 [ 3.1718388e+01  2.1485094e+01 -1.3752497e+00 ... -1.1368346e+01
   3.5358253e+00  7.8264606e-01]
 [ 2.6219610e+01  5.8647757e+00  3.9467072e+00 ... -1.4295210e+01
  -1.3720547e+00 -1.1450537e+01]
 [-3.9991638e-01 -2.8911395e+00 -2.4259446e+00 ... -6.4562911e-01
  -4.8991647e+00  4.0631568e-01]]"
827,VoxCeleb_gender/males/1973.wav,males,"[[-1.8976227e+02 -2.2523927e+02 -2.1517772e+02 ... -6.8102618e+02
  -6.8102618e+02 -6.8102618e+02]
 [ 1.1062941e+02  1.0587947e+02  9.2337662e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-4.6686234e+01 -4.5148983e+01 -3.5253841e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.8056351e-01  1.2434471e+00 -5.5193825e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.1868803e+01 -1.9585096e+01 -1.5058703e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 9.7557316e+00  6.9676819e+00  2.8311772e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
828,VoxCeleb_gender/males/3316.wav,males,"[[-7.19772034e+01 -6.39698563e+01 -7.82900848e+01 ... -2.06195038e+02
  -5.26833801e+02 -5.99721558e+02]
 [ 1.01855316e+02  8.52261200e+01  9.45062485e+01 ...  9.73846664e+01
   3.09093237e+00  1.52392731e+01]
 [-6.27145672e+00 -3.19090195e+01 -3.30382690e+01 ...  2.20472984e+01
   2.01907969e+00  6.87557602e+00]
 ...
 [-7.79548359e+00 -1.20983505e+01 -1.96976585e+01 ... -5.69853115e+00
  -1.72084689e-01  8.05595779e+00]
 [-2.15103493e+01 -2.41849232e+01 -2.31005821e+01 ... -9.71641350e+00
  -2.77123123e-01  9.77704406e-01]
 [ 3.79301882e+00 -5.37702417e+00 -1.30071363e+01 ... -7.05744553e+00
  -2.54878402e-01 -6.38546944e+00]]"
829,VoxCeleb_gender/males/3663.wav,males,"[[-1.90972900e+02 -2.35229858e+02 -2.25519363e+02 ... -2.49713715e+02
  -2.32323502e+02 -2.88030304e+02]
 [ 1.14327827e+02  1.52180145e+02  1.68103851e+02 ...  1.72626404e+02
   1.72075012e+02  1.48813873e+02]
 [ 1.97465458e+01  3.56167450e+01  4.15582809e+01 ...  6.60875022e-01
  -6.70816994e+00  2.23577328e+01]
 ...
 [-1.12282157e+00  1.80128860e+00 -2.13443947e+00 ...  1.26901550e+01
   2.33756714e+01  9.12070465e+00]
 [-2.72126704e-01 -1.24981623e+01 -6.34980559e-01 ... -1.21732116e-01
   3.52011776e+00 -1.62469339e+00]
 [-3.36065578e+00 -3.01864204e+01 -1.64671440e+01 ... -2.74939537e+01
  -3.37772675e+01 -2.01249542e+01]]"
830,VoxCeleb_gender/males/904.wav,males,"[[-458.08533   -460.77786   -470.96298   ... -372.86795   -383.64957
  -402.5828   ]
 [ 131.67245    165.75226    159.90982   ...  176.10103    175.9433
   179.63293  ]
 [  -4.9567156  -22.274076    -8.803547  ...  -37.030937   -28.832249
   -31.01684  ]
 ...
 [  -1.7707411   17.468208     2.447785  ...   13.397977    20.93179
    -2.1467865]
 [   1.4870987   18.126446     5.1625996 ...   -1.8231572    9.642057
     1.0379143]
 [  -3.4090877   14.471155     2.8222103 ...    3.8638377   -1.6532844
    -9.357788 ]]"
831,VoxCeleb_gender/males/2011.wav,males,"[[-152.97505   -157.08055   -146.75496   ... -651.0379    -651.0379
  -651.0379   ]
 [  89.99478     65.94887     87.174644  ...    0.           0.
     0.       ]
 [ -46.86576    -49.550095   -69.13861   ...    0.           0.
     0.       ]
 ...
 [ -16.007458   -10.439335   -12.3690605 ...    0.           0.
     0.       ]
 [ -11.207344     0.9073236    5.79397   ...    0.           0.
     0.       ]
 [  20.484407     6.792149     8.304925  ...    0.           0.
     0.       ]]"
832,VoxCeleb_gender/males/3012.wav,males,"[[-4.9819568e+02 -4.9097906e+02 -4.8254227e+02 ... -7.5111121e+02
  -7.5111121e+02 -7.5111121e+02]
 [ 1.6052881e+02  1.6577798e+02  1.6191522e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.8712639e+01  5.6927963e+01  5.6508247e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 1.0993448e+01  1.4935621e+01 -2.2300658e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.0482678e-01  5.3267078e+00 -4.8689547e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-3.6398735e+00 -7.0473962e+00  1.8264515e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
833,VoxCeleb_gender/males/2162.wav,males,"[[-4.3796844e+02 -4.2759985e+02 -4.3483356e+02 ... -7.3233264e+02
  -7.5974200e+02 -7.6515271e+02]
 [ 6.8937500e+01  6.2480423e+01  6.3486496e+01 ...  4.0334724e+01
   2.3090385e+01  3.1227654e+01]
 [ 1.5767521e+01  1.6263359e+01  2.3239149e+01 ... -5.8999338e+00
  -6.7016730e+00  7.9723625e+00]
 ...
 [-1.3198235e+01 -6.0520687e+00 -1.6548187e+01 ...  4.1163392e+00
  -1.0789462e+00 -4.2962188e-01]
 [ 6.1589026e+00  9.8651752e+00  3.0692854e+00 ... -8.2006283e+00
  -8.0796566e+00 -3.8544126e+00]
 [-1.5315168e+01 -1.3357980e+01 -1.1761305e+01 ... -6.3493767e+00
  -1.1005604e+01 -4.4298301e+00]]"
834,VoxCeleb_gender/males/1652.wav,males,"[[-3.9882959e+02 -3.5153979e+02 -3.4867300e+02 ... -4.9476321e+02
  -5.5517767e+02 -6.9726385e+02]
 [ 8.6066914e+00  8.1268539e+00  6.0705523e+00 ...  2.4232548e+01
   3.2005802e+01  7.0590286e+00]
 [-1.9822300e+01 -8.3091869e+00 -1.9434734e+01 ...  1.8012651e+01
   1.3317778e+01  2.5598569e+00]
 ...
 [-8.2643967e+00  2.3315001e-01  1.4842073e+01 ...  1.3513467e+01
   7.3641958e+00  2.9451966e+00]
 [-9.2690630e+00 -8.4997759e+00 -2.5836563e+00 ...  8.9472008e+00
   6.1431923e+00  2.1323770e-02]
 [-5.3217497e+00 -3.5341364e-01 -1.0531036e+01 ...  9.3782902e+00
  -4.5351048e+00 -2.6849401e-01]]"
835,VoxCeleb_gender/males/973.wav,males,"[[-1.72660568e+02 -2.20090652e+02 -2.24099075e+02 ... -1.54247833e+02
  -5.39176514e+02 -5.62631714e+02]
 [ 1.10288208e+02  1.08906845e+02  1.05562988e+02 ...  2.98399925e+01
  -1.10569394e+00  1.38467484e+01]
 [-8.20499039e+00  7.47597396e-01  7.38438749e+00 ... -3.42139435e+01
  -5.68541050e+00 -3.97764587e+00]
 ...
 [ 6.42260122e+00  1.27535362e+01  4.86008072e+00 ... -1.67723236e+01
  -1.73374939e+01 -1.26844263e+01]
 [ 3.92761976e-01 -1.00594997e+00  1.88164675e+00 ... -2.67216034e+01
  -1.25428581e+01 -1.19695339e+01]
 [-3.25291777e+00  9.05846214e+00  7.65333509e+00 ...  1.06568604e+01
   3.34150791e+00  8.33477592e+00]]"
836,VoxCeleb_gender/males/1738.wav,males,"[[-536.6747    -489.90552   -482.18726   ... -511.15005   -480.85565
  -509.81552  ]
 [ 107.603485   113.208      102.49082   ...   77.74567     53.674072
    60.30444  ]
 [ -10.423475    -7.8105445  -22.02882   ...  -21.967945   -10.681309
     7.434925 ]
 ...
 [ -24.663044   -12.695581    -9.906947  ...    3.3593621   -1.8342856
     6.5811043]
 [ -31.360819   -13.870407    -5.1795797 ...   -4.063286   -10.382591
     2.6339798]
 [  -7.5594444   -6.817263     1.315768  ...  -17.016651    -8.688448
    -9.196516 ]]"
837,VoxCeleb_gender/males/1482.wav,males,"[[-3.1860358e+02 -2.8749747e+02 -2.7500891e+02 ... -7.0481329e+02
  -7.0481329e+02 -7.0481329e+02]
 [ 7.2641113e+01  6.4467934e+01  6.7830437e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.9728989e+01 -4.9110265e+00  3.6481509e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.0865162e+01 -1.4977401e+01 -8.0964518e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.3661938e+00 -1.5765980e+01 -6.3621197e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.1336017e+01  1.3551393e+01  7.8582869e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
838,VoxCeleb_gender/males/2069.wav,males,"[[-495.82867   -470.83713   -477.554     ... -711.7803    -711.7803
  -711.7803   ]
 [  81.9617      74.62277     59.920673  ...    0.           0.
     0.       ]
 [   3.5153804    6.4052434   -1.5526958 ...    0.           0.
     0.       ]
 ...
 [  -7.0662913  -10.648628     2.3433173 ...    0.           0.
     0.       ]
 [ -10.853019   -19.715242   -16.023325  ...    0.           0.
     0.       ]
 [  -2.8445134   -2.0750241  -18.052479  ...    0.           0.
     0.       ]]"
839,VoxCeleb_gender/males/1151.wav,males,"[[-556.4683     -459.14603    -430.0932     ... -789.88184
  -789.88184    -789.88184   ]
 [  33.805157      4.4641857   -14.757399   ...    0.
     0.            0.        ]
 [  38.963715     48.987556     69.019135   ...    0.
     0.            0.        ]
 ...
 [  -2.58149      -0.80831844   -2.614721   ...    0.
     0.            0.        ]
 [  11.524363      2.0752583     1.4962468  ...    0.
     0.            0.        ]
 [  23.312218      5.4058447     2.7982693  ...    0.
     0.            0.        ]]"
840,VoxCeleb_gender/males/2904.wav,males,"[[-233.55464   -188.21716   -189.37361   ... -689.6087    -689.6087
  -689.6087   ]
 [  94.75908    108.43088    106.19919   ...    0.           0.
     0.       ]
 [ -18.507736   -12.664615   -10.201328  ...    0.           0.
     0.       ]
 ...
 [  -7.2478795    5.55418     -4.4335203 ...    0.           0.
     0.       ]
 [ -11.325293    -3.8197331   -6.9655557 ...    0.           0.
     0.       ]
 [  17.242512     4.9552364    4.1149187 ...    0.           0.
     0.       ]]"
841,VoxCeleb_gender/males/585.wav,males,"[[-305.8179    -262.73334   -275.5019    ... -430.2274    -396.52377
  -442.67645  ]
 [ 124.51508    150.18439    147.86713   ...  129.59402    127.63103
    93.50484  ]
 [  -5.36542    -29.377481   -20.219246  ...  -19.074871   -28.870777
    -6.9911747]
 ...
 [   9.173537    23.712189    25.518562  ...   -0.6987896   -3.991808
     3.7608879]
 [  -4.3900576   -4.4252725   -7.48518   ...   13.513258    -4.2816
    -9.446806 ]
 [  -2.6888027    6.1169853   -8.756556  ...  -12.800606    16.113619
   -14.559158 ]]"
842,VoxCeleb_gender/males/131.wav,males,"[[-2.04198227e+02 -1.89356644e+02 -1.95043640e+02 ... -7.85349854e+02
  -7.85349854e+02 -7.85349854e+02]
 [ 1.11399406e+02  1.10650475e+02  1.15705109e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.47641935e+01 -1.77796249e+01 -2.03441124e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-2.54126406e+00  3.11435699e+00  3.98286247e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.45201588e+00  5.15229988e+00  6.26013708e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.39698458e+00 -1.36053979e-01  6.32013512e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
843,VoxCeleb_gender/males/2816.wav,males,"[[-284.6808    -275.78308   -258.46786   ... -590.7769    -590.7769
  -590.7769   ]
 [ 121.608536   143.02649    161.4768    ...    0.           0.
     0.       ]
 [  11.660696    -2.505212    -8.3436985 ...    0.           0.
     0.       ]
 ...
 [ -15.321753    14.882343   -10.155785  ...    0.           0.
     0.       ]
 [  -7.325096     7.8867035  -10.356564  ...    0.           0.
     0.       ]
 [  -9.866457    -8.004135   -11.121731  ...    0.           0.
     0.       ]]"
844,VoxCeleb_gender/males/3628.wav,males,"[[-3.5228506e+02 -3.9993268e+02 -4.0499463e+02 ... -8.4437793e+02
  -8.4437793e+02 -8.4437793e+02]
 [ 8.6105125e+01  1.4120427e+02  1.5684131e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.0148373e+01  1.2293655e+01  8.1535912e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 1.4231728e+01  1.0162836e+01  2.8743649e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.8304372e+00  8.2706079e+00  1.0959425e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.4241128e+00  3.9809909e+00  8.1272721e-03 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
845,VoxCeleb_gender/males/3601.wav,males,"[[-402.86014  -379.5291   -403.40796  ... -719.7416   -719.7416
  -719.7416  ]
 [ 144.46559   155.55116   149.8949   ...    0.          0.
     0.      ]
 [  38.40622    13.745895   29.092495 ...    0.          0.
     0.      ]
 ...
 [ -10.714863  -16.687883  -22.132275 ...    0.          0.
     0.      ]
 [   4.063542  -13.892401  -19.767593 ...    0.          0.
     0.      ]
 [   1.198807    9.979588    4.618185 ...    0.          0.
     0.      ]]"
846,VoxCeleb_gender/males/3318.wav,males,"[[-516.3725     -447.6118     -400.3665     ... -277.04715
  -292.91843    -313.62808   ]
 [ 107.91431     101.09628     139.47556    ...    9.599914
    -5.0479126    -0.6241843 ]
 [  31.333313     25.607384     20.43575    ...    5.7142773
     2.714666    -24.141045  ]
 ...
 [  12.365019      0.85504967   -4.576209   ...   17.844465
    31.558554     29.648697  ]
 [   9.531244     -1.6759863    -5.289218   ...    6.7737937
     8.459438      8.692777  ]
 [  17.448084      8.444828     -0.5905353  ...    8.617613
    -1.306167      1.9457176 ]]"
847,VoxCeleb_gender/males/289.wav,males,"[[-3.4382947e+02 -3.1424881e+02 -3.2642133e+02 ... -6.3055170e+02
  -6.3055170e+02 -6.3055170e+02]
 [ 1.0984000e+02  1.1400479e+02  1.0606622e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.4958199e+01  7.9789019e+00  2.5030293e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-4.2815452e+00 -6.0235798e-01 -1.1858261e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.8302059e+00 -1.3476242e+01 -6.4751062e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.0371395e+01 -1.5805081e-01  3.6388607e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
